ID	Match	Match Start	Match End	Start	End	Label	Link
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			45.52	46.04	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			46.04	46.24	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			46.24	46.26	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			46.26	46.36	0	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			46.36	46.55	1	https://youtu.be/JJ9eyq5kLHo
5	DRX vs UOL _ Worlds Group Stage Day 8 _ DRX vs Unicorns Of Love (2020).wav			46.55	47.02	0	https://youtu.be/JJ9eyq5kLHo
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav	6.02	44	6.02	14.09	0	https://youtu.be/S3Wz6AtDFa4
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			14.09	14.25	1	https://youtu.be/S3Wz6AtDFa5
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			14.25	16.34	0	https://youtu.be/S3Wz6AtDFa6
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			16.34	16.36	1	https://youtu.be/S3Wz6AtDFa7
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			16.36	17.39	0	https://youtu.be/S3Wz6AtDFa8
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			17.39	17.47	1	https://youtu.be/S3Wz6AtDFa9
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			17.47	18.24	0	https://youtu.be/S3Wz6AtDFa10
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			18.24	18.29	1	https://youtu.be/S3Wz6AtDFa11
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			18.29	19.19	0	https://youtu.be/S3Wz6AtDFa12
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			19.19	19.45	1	https://youtu.be/S3Wz6AtDFa13
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			19.45	24	0	https://youtu.be/S3Wz6AtDFa14
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			24	24.19	1	https://youtu.be/S3Wz6AtDFa15
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			24.19	24.23	0	https://youtu.be/S3Wz6AtDFa16
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			24.23	24.29	1	https://youtu.be/S3Wz6AtDFa17
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			24.29	26.12	0	https://youtu.be/S3Wz6AtDFa18
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			26.12	26.17	1	https://youtu.be/S3Wz6AtDFa19
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			26.17	28.55	0	https://youtu.be/S3Wz6AtDFa20
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			28.55	29.19	1	https://youtu.be/S3Wz6AtDFa21
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			29.19	29.25	0	https://youtu.be/S3Wz6AtDFa22
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			29.25	29.37	1	https://youtu.be/S3Wz6AtDFa23
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			29.37	32.14	0	https://youtu.be/S3Wz6AtDFa24
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			32.14	32.24	1	https://youtu.be/S3Wz6AtDFa25
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			32.24	35.53	0	https://youtu.be/S3Wz6AtDFa26
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			35.53	35.57	1	https://youtu.be/S3Wz6AtDFa27
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			35.57	36.33	0	https://youtu.be/S3Wz6AtDFa28
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			36.33	36.37	1	https://youtu.be/S3Wz6AtDFa29
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			36.37	36.54	0	https://youtu.be/S3Wz6AtDFa30
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			36.54	36.58	1	https://youtu.be/S3Wz6AtDFa31
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			36.58	38.4	0	https://youtu.be/S3Wz6AtDFa32
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			38.4	39.05	1	https://youtu.be/S3Wz6AtDFa33
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			39.05	41.09	0	https://youtu.be/S3Wz6AtDFa34
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			41.09	41.28	1	https://youtu.be/S3Wz6AtDFa35
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			41.28	42.3	0	https://youtu.be/S3Wz6AtDFa36
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			42.3	42.33	1	https://youtu.be/S3Wz6AtDFa37
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			42.33	42.43	0	https://youtu.be/S3Wz6AtDFa38
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			42.43	43.03	1	https://youtu.be/S3Wz6AtDFa39
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			43.03	43.21	0	https://youtu.be/S3Wz6AtDFa40
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			43.21	43.39	1	https://youtu.be/S3Wz6AtDFa41
6	DRX vs TES _ Worlds Group Stage Day 8 _ DRX vs Top Esports (2020).wav			43.39	44	0	https://youtu.be/S3Wz6AtDFa42
